最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.15,57.5,B-良好,震荡优,49.7,17.8,16.8,5.8,7.1,10,017992,华泰柏瑞致远混合C,有色金属,2023-06-26 ~ 2026-03-20,665,22.51,8.0,45.27,15.2,-22.76,13.52,25.61,2023-08-07,2024-02-05,277,0.88,0.59,1.044,6.29,-7.77,51.2,16,100,71.0,47.1,46.63,-52.96,0.88,0.15,-12.33,33.8,1277.33,-321.39,9,21,29.1,98.8,1.2,26.8,26,94,2251.28,12251.23,0,12251.23,2,6.2,37.87,0,0,0,5,14.87,3.65,0,658,7,1,1,9,1,1,14,0,0,2,1,1,0,1,2,1,7,6,6,1,33,5,14,0,0,0,0,0,4,1,0,1,3,0,0,9,100.0,70.34,7.82,14,0.0,-260.23,-18.59,1,0.0,0.0,0.0,7,100.0,44.95,6.42,6,100.0,8.16,1.36,6,100.0,2010.5,335.08,1,100.0,0.16,0.16,33,78.8,249.15,7.55,5,0.0,-484.5,-96.9,14,92.9,868.28,62.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-314.57,-314.57,3,100.0,59.04,19.68
1.0,75.9,A-极佳,待观察,30.4,30,23.5,4.4,8.0,10,020124,银华沪深股通精选混合C,有色金属,2023-12-22 ~ 2026-03-20,542,21.21,9.35,69.81,27.91,-48.6,4.59,17.67,2023-12-29,2024-01-22,147,1.49,2.04,0.959,7.13,-8.01,50.5,8,70,81.4,53.6,38.1,-0.3,127.0,1.43,-0.07,113.45,333.93,-0.64,8,24,21.8,99.1,0.9,25.3,27,58,2169.16,9817.16,2303.47,12120.63,3,20.79,62.51,0,0,0,3,-0.84,-2.63,0,540,2,0,1,18,0,1,8,0,0,0,0,0,0,1,0,0,11,2,4,1,8,0,14,2,0,0,0,0,2,1,0,0,4,0,0,18,94.4,71.48,3.97,8,0.0,-2.41,-0.3,0,0,0,0,11,100.0,618.99,56.27,2,100.0,39.48,19.74,4,100.0,77.55,19.39,1,100.0,28.21,28.21,8,100.0,869.95,108.74,0,0,0,0,14,71.4,344.94,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100.0,120.97,30.24
0.8,58.7,B-良好,全天候/熊市优/震荡优,30.4,14.4,23.1,4.3,6.9,10,015596,国泰国证有色金属行业指数(LOF)C,有色金属,2022-06-15 ~ 2026-03-20,916,17.77,4.6,58.4,13.49,-40.63,9.56,34.78,2023-02-01,2024-02-05,405,0.61,0.48,1.214,7.48,-8.1,50.0,22,136,52.9,45.7,43.64,-24.37,1.79,0.02,-37.32,70.16,427.19,-108.15,17,25,21.7,99.0,1.0,12.5,7,46,1777.23,11777.22,0,11777.22,2,10.16,84.18,1,-4.09,-13.63,6,11.15,-5.57,0,903,13,0,1,6,4,0,35,1,0,0,0,0,0,4,1,2,5,6,6,4,29,11,16,0,0,0,1,0,4,4,2,9,6,1,0,6,100.0,242.72,40.45,35,0.0,-497.71,-14.22,2,100.0,21.45,10.72,5,100.0,223.58,44.72,6,50.0,0.22,0.04,6,100.0,237.36,39.56,4,75.0,0.28,0.07,29,86.2,1146.32,39.53,11,0.0,-522.84,-47.53,16,100.0,1033.43,64.59,0,0,0,0,0,0,0,0,1,0.0,-37.32,-37.32,0,0,0,0,9,0.0,-306.96,-34.11,6,100.0,236.7,39.45
1.05,61.1,B-良好,震荡优,30.1,18.7,22.6,3.9,5.9,10,016708,华夏有色金属ETF联接C,有色金属,2022-11-17 ~ 2026-03-20,811,21.02,6.11,69.93,17.91,-48.91,9.8,33.21,2023-02-01,2024-02-05,273,0.81,0.62,1.211,7.67,-8.2,50.5,18,160,55.0,39.0,35.38,-19.05,1.86,0.01,-17.22,53.98,616.65,-91.82,18,19,19.5,99.4,0.6,11.2,4,51,2218.26,11224.49,877.07,12101.56,2,6.78,84.81,0,0,0,6,13.18,-13.5,0,799,12,0,0,13,2,1,38,0,0,0,2,0,0,4,0,2,7,21,3,3,35,7,18,2,0,0,1,0,3,2,1,7,5,0,1,13,76.9,171.71,13.21,38,0.0,-481.39,-12.67,2,100.0,210.3,105.15,7,71.4,464.47,66.35,21,61.9,121.15,5.77,3,66.7,14.46,4.82,3,66.7,0.49,0.16,35,91.4,1309.8,37.42,7,0.0,-51.1,-7.3,18,94.4,735.36,40.85,0,0,0,0,0,0,0,0,1,0.0,-2.77,-2.77,0,0,0,0,7,0.0,-360.03,-51.43,5,100.0,85.81,17.16
1.1,77.4,A-极佳,待观察,9.9,30,22.8,3.4,11.2,10,023037,中欧资源精选混合发起C,有色金属,2025-04-28 ~ 2026-03-20,217,9.35,10.94,94.72,116.81,-85.37,5.17,17.95,2025-10-09,2026-03-20,108,1.22,2.11,1.511,9.85,-6.96,48.0,5,24,87.5,75.0,54.35,-45.92,1.18,13.72,0.0,166.5,223.37,-51.48,2,12,16.9,98.6,1.4,13.5,9,45,1049.53,9606.73,1328.36,10935.09,2,10.97,82.59,0,0,0,1,-1.72,2.39,0,216,1,0,1,6,1,0,0,1,0,0,0,0,0,0,1,1,3,0,2,0,0,0,10,1,0,0,0,0,0,0,0,2,0,0,0,6,83.3,368.81,61.47,0,0,0,0,1,100.0,6.24,6.24,3,100.0,420.54,140.18,0,0,0,0,2,100.0,37.74,18.87,0,0,0,0,0,0,0,0,0,0,0,0,10,100.0,308.04,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-91.84,-45.92,0,0,0,0
1.15,59.6,B-良好,全天候/熊市优/震荡优,16.3,15.0,21.5,5.8,7.3,10,018133,博时中证有色金属矿业主题指数C,有色金属,2023-07-07 ~ 2026-03-20,656,12.6,4.66,77.1,24.55,-64.5,9.31,27.34,2023-08-01,2024-02-05,162,0.59,0.5,1.283,7.12,-8.45,51.0,15,109,60.6,48.5,36.33,-31.61,1.15,0.05,-46.55,62.32,587.92,-187.38,16,19,28.8,98.8,1.2,31.2,24,83,1259.81,9859.79,1400.01,11259.8,2,15.82,90.45,1,-3.47,-10.92,3,0.32,-2.17,0,642,14,1,0,25,2,0,22,1,0,1,0,0,0,0,0,4,9,4,4,1,10,5,15,4,0,0,1,0,3,2,0,8,1,1,0,25,88.0,432.05,17.28,22,0.0,-368.16,-16.73,4,75.0,58.83,14.71,9,100.0,490.81,54.53,4,100.0,100.77,25.19,4,100.0,638.34,159.59,1,100.0,9.46,9.46,10,100.0,96.22,9.62,5,0.0,-362.98,-72.6,15,80.0,549.98,36.67,0,0,0,0,0,0,0,0,1,0.0,-0.09,-0.09,0,0,0,0,8,0.0,-406.81,-50.85,1,100.0,21.39,21.39
1.3,47.9,C-一般,熊市优,12.3,3.2,23.3,4.0,7.4,10,013081,中信保诚中证800有色指数(LOF)C,有色金属,2021-09-27 ~ 2026-03-20,1086,6.03,1.37,48.93,9.68,-42.9,12.92,47.96,2022-02-28,2022-04-26,715,0.23,0.11,1.282,8.17,-7.81,51.0,20,146,52.7,49.1,33.19,-30.05,1.1,0.01,-42.15,69.19,337.31,-604.72,25,27,19.9,97.5,2.5,28.4,22,83,602.99,10602.97,0,10602.97,2,12.0,86.42,1,-0.69,-15.27,7,-4.55,-10.99,0,1063,23,0,1,29,3,0,44,2,0,1,0,0,0,2,1,4,9,0,1,0,15,12,22,4,0,0,0,0,4,2,0,9,1,0,0,29,89.7,652.78,22.51,44,0.0,-510.83,-11.61,4,100.0,55.78,13.95,9,100.0,460.04,51.12,0,0,0,0,1,100.0,7.47,7.47,0,0,0,0,15,93.3,173.83,11.59,12,0.0,-985.64,-82.14,22,100.0,1190.25,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,-456.49,-50.72,1,100.0,15.8,15.8
0.8,53.5,C-一般,震荡优,18.2,14.6,17.3,4.8,6.8,10,018168,国泰有色矿业ETF联接C,有色金属,2023-09-18 ~ 2026-03-20,605,15.2,6.07,83.66,28.81,-68.46,12.47,24.58,2023-09-20,2024-09-10,248,0.67,0.49,1.286,6.95,-7.95,50.2,17,109,66.1,45.2,45.38,-52.97,0.86,0.05,-47.13,75.61,750.59,-292.55,16,19,24.1,97.9,2.1,15.7,17,60,1519.61,10119.57,1399.99,11519.56,2,14.72,88.37,0,0,0,4,0.59,-8.48,0,594,11,1,2,11,2,0,21,0,0,0,0,0,0,3,0,2,16,5,3,1,22,9,14,2,0,0,1,0,3,2,1,2,2,1,0,11,100.0,423.14,38.47,21,0.0,-408.78,-19.47,2,100.0,302.19,151.09,16,93.8,280.14,17.51,5,100.0,0.14,0.03,3,100.0,13.34,4.45,1,100.0,0.01,0.01,22,90.9,892.07,40.55,9,0.0,-1181.14,-131.24,14,92.9,1356.3,96.88,0,0,0,0,0,0,0,0,1,0.0,-74.09,-74.09,0,0,0,0,2,0.0,-83.94,-41.97,2,100.0,0.23,0.12
1.1,68.8,B-良好,待观察,15.1,25.0,21.9,5.5,6.4,10,019165,汇添富有色金属ETF联接C,有色金属,2023-12-28 ~ 2026-03-20,538,14.58,6.58,96.32,37.16,-81.74,7.89,24.29,2025-03-19,2025-04-08,105,0.73,0.83,1.322,7.37,-8.43,50.5,10,79,73.4,42.9,39.72,-42.96,0.92,0.36,-10.7,96.48,575.25,-434.48,12,23,27.5,98.1,1.9,29.2,19,83,1573.32,10579.6,878.69,11458.29,2,17.48,82.65,0,0,0,4,-3.09,1.92,0,526,12,0,0,29,2,1,7,0,0,1,0,0,0,0,0,3,9,0,2,0,1,2,16,3,0,0,1,1,2,1,0,6,2,0,0,29,89.7,451.83,15.58,7,0.0,-27.31,-3.9,3,66.7,9.6,3.2,9,100.0,421.33,46.81,0,0,0,0,2,100.0,679.73,339.87,0,0,0,0,1,100.0,104.28,104.28,2,0.0,-436.11,-218.06,16,100.0,576.45,36.03,0,0,0,0,0,0,0,0,1,0.0,-0.6,-0.6,1,0.0,-0.72,-0.72,6,0.0,-265.53,-44.25,2,100.0,60.37,30.18
1.1,60.9,B-良好,熊市优,6.1,14.8,23.2,5.8,7.1,10,022084,华安中证有色金属矿业主题ETF发起式联接C,有色金属,2024-11-07 ~ 2026-03-20,331,4.36,3.3,71.43,50.74,-67.07,6.7,24.5,2024-11-13,2025-01-02,168,0.36,0.49,1.365,7.02,-7.52,48.1,8,44,77.3,47.1,33.91,-102.38,0.33,0.44,-42.32,84.35,296.78,-303.16,3,12,29.2,98.2,1.8,23.1,25,51,436.13,9036.12,1399.99,10436.11,2,13.98,90.89,1,-6.45,-13.44,1,-2.54,-3.2,0,326,5,0,1,16,1,0,0,1,0,0,0,0,0,0,0,1,4,0,2,0,1,2,13,1,0,0,1,0,1,1,1,4,0,1,0,16,87.5,536.29,33.52,0,0,0,0,1,100.0,0.95,0.95,4,100.0,231.12,57.78,0,0,0,0,2,100.0,253.09,126.55,0,0,0,0,1,100.0,84.35,84.35,2,0.0,-493.48,-246.74,13,92.3,47.0,3.62,0,0,0,0,0,0,0,0,1,0.0,-0.1,-0.1,0,0,0,0,4,0.0,-223.09,-55.77,0,0,0,0
1.05,57.6,B-良好,全天候/熊市优/震荡优,16.9,12.8,24.6,3.8,6.4,10,011068,华宝资源优选混合C,有色金属,2021-01-21 ~ 2026-03-20,1251,16.56,3.13,98.03,14.76,-81.47,7.36,34.11,2024-05-20,2024-09-11,339,0.52,0.43,1.184,6.37,-6.99,49.1,18,152,69.1,42.9,26.2,-26.19,1.0,0.21,-29.48,45.66,413.64,-170.75,11,19,19.1,98.5,1.5,26.9,17,73,1703.58,11342.84,313.21,11656.05,4,10.97,108.79,2,-1.62,-24.49,5,6.5,4.03,0,1236,15,1,2,12,2,0,29,0,0,2,0,0,0,2,0,4,13,12,6,7,33,4,19,1,0,0,0,0,5,2,0,7,6,1,0,12,100.0,533.75,44.48,29,0.0,-488.74,-16.85,4,100.0,413.72,103.43,13,100.0,330.45,25.42,12,100.0,31.5,2.62,6,100.0,181.53,30.25,7,71.4,36.71,5.24,33,84.8,671.26,20.34,4,0.0,-270.47,-67.62,19,100.0,380.89,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,-288.29,-41.18,6,100.0,171.27,28.55
1.2,47.3,C-一般,熊市优,13.5,7.4,16.5,6.6,6.8,10,017193,天弘中证工业有色金属主题ETF发起联接C,有色金属,2023-07-21 ~ 2026-03-20,646,9.86,3.74,73.15,23.88,-63.29,15.08,27.91,2024-05-20,2024-09-11,279,0.39,0.25,1.318,8.62,-8.55,49.9,16,99,53.5,45.5,60.01,-48.77,1.23,0.03,-75.47,125.4,649.14,-231.64,20,28,33.0,98.3,1.7,32.9,33,83,986.02,10985.97,0,10985.97,2,16.86,89.06,1,-3.48,-11.05,3,-3.17,-2.17,0,628,18,0,1,15,2,1,30,0,0,1,0,0,0,0,1,4,6,0,4,0,6,7,18,3,0,0,0,1,4,3,0,7,1,0,0,15,100.0,937.78,62.52,30,0.0,-1000.11,-33.34,4,100.0,222.7,55.67,6,100.0,138.59,23.1,0,0,0,0,4,100.0,166.58,41.65,0,0,0,0,6,100.0,267.74,44.62,7,0.0,-531.19,-75.88,18,94.4,1417.19,78.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-90.92,-90.92,7,0.0,-572.52,-81.79,1,100.0,30.18,30.18
1.1,43.3,C-一般,熊市优,8.8,2.9,19.6,4.5,6.3,10,011631,东财有色增强C,有色金属,2021-04-30 ~ 2026-03-20,1186,9.32,1.91,106.25,16.63,-96.93,19.64,47.27,2021-09-13,2024-09-10,984,0.27,0.1,1.318,7.75,-8.24,49.2,21,184,51.1,41.7,34.51,-27.87,1.24,0.01,-45.75,34.59,577.06,-198.71,24,21,22.3,98.9,1.1,22.9,20,83,1041.9,10048.14,883.38,10931.52,3,18.36,113.49,1,-5.2,-16.12,7,-3.27,-1.64,0,1161,25,0,0,35,2,2,55,2,0,2,0,0,0,0,0,2,14,8,2,3,1,11,36,4,1,0,0,0,4,4,1,12,4,0,0,35,88.6,725.75,20.74,55,0.0,-1318.31,-23.97,2,100.0,5.62,2.81,14,100.0,310.78,22.2,8,87.5,0.75,0.09,2,100.0,65.68,32.84,3,33.3,0.04,0.01,1,100.0,54.03,54.03,11,0.0,-329.24,-29.93,36,91.7,2035.09,56.53,1,0.0,-87.2,-87.2,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,-466.87,-38.91,4,75.0,45.78,11.45
0.95,46.7,C-一般,熊市优,17.8,5.7,20.6,4.1,6.3,10,004433,南方有色金属ETF联接C,有色金属,2020-02-18 ~ 2026-03-20,1480,23.72,3.69,132.97,15.49,-109.25,19.27,51.27,2021-07-26,2024-09-10,1128,0.43,0.19,1.402,7.67,-9.0,49.6,35,257,57.6,41.9,45.08,-47.26,0.95,0.03,-62.27,62.01,986.74,-267.62,22,25,20.5,98.3,1.7,18.4,18,86,2371.94,10971.89,1400.0,12371.89,4,32.48,148.63,1,-4.95,-17.78,8,-3.89,-16.79,0,1441,39,1,3,27,3,2,61,2,0,1,0,0,0,3,2,5,10,9,6,5,47,18,48,3,0,0,3,6,8,3,1,3,9,3,0,27,88.9,1212.79,44.92,61,0.0,-2079.08,-34.08,5,100.0,54.67,10.93,10,100.0,535.39,53.54,9,88.9,17.79,1.98,6,100.0,343.92,57.32,5,80.0,1.05,0.21,47,83.0,1667.72,35.48,18,0.0,-1490.71,-82.82,48,89.6,2378.62,49.55,0,0,0,0,0,0,0,0,3,0.0,-256.56,-85.52,6,0.0,-297.09,-49.51,3,0.0,-177.18,-59.06,9,100.0,460.61,51.18
1.04,61.18,,,25.54,17.02,21.46,5.13,7.57,10.0,---,【有色金属】平均,有色金属,,,14.31,7.61,72.69,30.68,-58.38,10.45,30.54,,,340.56,0.81,1.02,1.29,7.24,-8.0,50.26,14.9,105.7,65.89,50.42,90.67,-37.61,2.41,60.94,-13.02,150.79,615.46,-190.99,13.06,19.06,25.66,98.41,1.59,25.02,22.56,68.62,1486.4,,,11431.48,2.25,14.43,81.35,0.56,-1.87,-7.67,4.12,1.58,-4.08,0.3,0.9,15.7,1.9,0.6,23.1,0.6,0.0,0.7,0.2,0.1,0.0,1.2,0.5,2.4,7.7,4.6,3.3,1.6,15.3,5.9,17.2,1.9,0.1,0.0,0.6,0.5,3.1,1.8,0.4,5.1,2.8,0.6,0.1,15.7,90.8,426.95,27.22,23.1,0.0,-478.27,-20.74,2.4,92.1,164.49,69.26,7.7,97.6,310.7,40.42,4.6,82.2,20.0,4.38,3.3,98.1,305.02,92.08,1.6,73.1,4.78,2.94,15.3,87.8,512.88,33.49,5.9,0.0,-452.34,-76.18,17.2,92.7,908.81,52.88,0.1,0.0,-5.45,-87.2,0.0,0.0,0.0,0.0,0.6,0.0,-23.22,-41.28,0.5,0.0,-24.3,-48.59,5.1,0.0,-265.4,-52.43,2.8,97.7,81.76,29.73
1.0,54.0,C-一般,全天候/熊市优/牛市可/震荡优,289.6,10.7,22.8,4.4,6.1,10,012710,华夏核心成长混合C,锂矿,2022-03-10 ~ 2026-03-20,979,23.59,5.6,-12.44,-3.36,36.03,15.71,54.39,2022-11-04,2024-02-05,465,0.59,0.36,1.337,11.84,-11.78,50.1,27,169,60.9,40.8,41.77,-33.09,1.26,0.06,-27.82,48.93,572.19,-331.11,30,33,22.2,99.3,0.7,19.5,18,55,2383.24,11963.21,395.78,12358.99,2,29.39,36.53,2,-9.87,-34.37,5,4.14,-8.4,0,943,36,1,1,27,1,1,40,3,0,1,0,1,0,3,1,2,8,17,5,1,27,14,17,2,0,0,0,0,6,5,0,4,7,1,0,27,100.0,722.89,26.77,40,0.0,-551.2,-13.78,2,100.0,2.01,1.0,8,100.0,87.75,10.97,17,70.6,76.1,4.48,5,100.0,662.42,132.48,1,100.0,20.32,20.32,27,92.6,969.73,35.92,14,0.0,-1092.15,-78.01,17,100.0,1672.55,98.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-275.95,-68.99,7,85.7,88.77,12.68
0.9,56.0,B-良好,牛市可,18.8,20.4,20.6,4.0,6.0,5,025778,东方阿尔法瑞享混合发起C,锂矿,2025-11-20 ~ 2026-03-20,79,1.14,3.68,6.05,20.62,-4.91,5.42,14.36,2025-12-26,2026-03-19,52,0.4,0.68,2.143,8.06,-6.14,53.1,2,15,100.0,40.0,29.22,0,999,0.45,0.01,105.55,129.78,0.01,0,15,19.8,96.2,3.8,31.0,31,31,438.28,6388.29,3725.52,10113.81,1,5.37,11.93,0,0,0,1,-4.02,-5.25,0,76,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,7,100.0,129.96,18.57,0,0,0,0,0,0,0,0,2,100.0,220.88,110.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100.0,87.44,14.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,52.3,C-一般,全天候/熊市优/震荡优,44.5,13.2,19.3,3.8,6.0,10,019235,华富策略精选混合C,锂矿,2023-10-20 ~ 2026-03-20,587,14.67,6.05,32.99,13.02,-18.32,13.71,31.95,2023-11-20,2024-09-09,212,0.74,0.44,1.297,7.65,-8.56,50.9,13,119,58.0,40.0,33.94,-25.05,1.35,0.02,-17.45,40.45,481.69,-151.24,32,25,19.2,99.7,0.3,14.1,11,58,1465.01,11381.34,85.28,11466.62,1,7.52,46.84,1,-9.49,-16.44,4,17.28,8.34,0,571,16,0,0,6,1,1,28,0,0,0,0,1,0,2,2,1,3,13,3,12,25,4,17,1,0,0,0,0,2,2,1,3,4,0,0,6,100.0,441.11,73.52,28,0.0,-485.13,-17.33,1,100.0,0.01,0.01,3,100.0,139.98,46.66,13,92.3,7.81,0.6,3,66.7,494.84,164.95,12,58.3,1.39,0.12,25,68.0,477.59,19.1,4,0.0,-177.3,-44.33,17,100.0,747.56,43.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-214.3,-71.43,4,100.0,31.45,7.86
1.25,40.8,C-一般,全天候/熊市优/震荡优,61.7,1.7,19.0,4.2,5.9,10,290014,泰信现代服务业混合,锂矿,2020-02-18 ~ 2026-03-20,1480,10.82,1.76,17.53,2.79,-6.71,31.92,72.7,2021-09-15,2024-08-23,1091,0.24,0.06,1.532,10.07,-9.76,49.4,28,239,43.5,39.2,51.46,-32.35,1.59,-0.54,-59.17,49.82,725.71,-215.56,56,36,21.1,98.4,1.6,19.7,22,70,1081.31,11072.71,9.01,11081.72,6,35.64,157.73,4,-24.87,-97.22,3,2.82,-0.78,0,1410,70,2,4,12,1,1,89,2,0,0,0,1,0,1,1,3,3,16,5,2,34,16,25,2,2,0,0,3,8,3,1,22,7,1,0,12,100.0,1249.91,104.16,89,0.0,-1963.66,-22.06,3,100.0,297.99,99.33,3,100.0,5.41,1.8,16,100.0,175.19,10.95,5,100.0,524.22,104.84,2,100.0,1.16,0.58,34,91.2,326.02,9.59,16,0.0,-680.22,-42.51,25,100.0,2683.7,107.35,2,0.0,-266.88,-133.44,0,0,0,0,0,0,0,0,3,0.0,-245.85,-81.95,22,0.0,-1114.1,-50.64,7,100.0,88.42,12.63
1.25,40.4,C-一般,熊市优,-34.4,0,19.7,4.6,6.1,10,290008,泰信发展主题混合,锂矿,2020-02-18 ~ 2026-03-20,1480,-6.32,-1.11,18.35,2.91,-24.67,30.17,73.1,2021-01-25,2024-08-23,1248,-0.04,-0.04,1.575,10.34,-10.51,48.8,31,269,40.5,40.5,40.13,-34.28,1.17,-0.29,-59.78,33.57,663.11,-485.66,64,22,23.1,98.3,1.7,19.7,10,106,-631.29,9278.72,88.83,9367.55,5,27.64,172.59,4,-29.18,-96.82,4,-1.92,-8.81,0,1395,85,3,2,19,0,1,118,1,0,1,0,1,0,2,2,3,21,15,5,3,33,15,20,5,2,0,0,0,9,3,0,11,4,1,0,19,78.9,604.16,31.8,118,0.0,-2976.62,-25.23,3,100.0,330.34,110.11,21,95.2,664.22,31.63,15,80.0,51.28,3.42,5,100.0,760.19,152.04,3,66.7,0.28,0.09,33,87.9,670.97,20.33,15,0.0,-1362.7,-90.85,20,95.0,1209.05,60.45,2,0.0,-206.48,-103.24,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,-459.58,-41.78,4,100.0,83.6,20.9
1.08,48.7,,,76.04,9.2,20.28,4.2,6.02,9.0,---,【锂矿】平均,锂矿,,,8.78,3.2,12.5,7.2,-3.72,19.39,49.3,,,613.6,0.39,0.3,1.58,9.59,-9.35,50.46,20.2,162.2,60.58,40.1,39.3,-24.95,1.58,-0.06,-32.84,55.66,514.5,-236.71,36.4,26.2,21.08,98.38,1.62,20.8,18.4,64.0,947.31,,,10877.74,3.0,21.11,85.12,2.2,-14.68,-48.97,3.4,3.66,-2.98,1.2,1.4,14.2,0.8,0.8,55.0,1.2,0.0,0.4,0.0,0.8,0.0,1.6,1.2,1.8,7.4,12.2,3.6,3.6,23.8,9.8,17.0,2.2,0.8,0.0,0.0,0.6,5.0,2.6,0.4,8.0,4.4,0.6,0.0,14.2,94.4,629.61,44.34,55.0,0.0,-1195.32,-21.73,1.8,100.0,126.07,70.04,7.4,97.3,223.65,30.22,12.2,85.2,62.08,5.09,3.6,94.4,488.33,135.65,3.6,66.7,4.63,1.29,23.8,85.7,488.86,20.54,9.8,0.0,-662.47,-67.6,17.0,98.8,1280.06,75.3,0.8,0.0,-94.67,-118.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-49.17,-81.95,8.0,0.0,-412.79,-51.6,4.4,95.5,58.45,13.28
